,user_id,signup_time,purchase_time,purchase_value,device_id,source,browser,sex,age,ip_address
32008,65076,2015-06-14 10:05:09,2015-06-24 01:42:36,26,DXAVNOPMAOMTE,Ads,FireFox,M,30,2992512489.12814
16698,274209,2015-04-07 07:49:05,2015-04-12 05:05:54,57,JWAYMJBFEBUTU,Ads,IE,F,23,3519525163.8538704
146695,184394,2015-04-02 20:08:22,2015-04-22 23:46:25,32,QRVTSUWCVHJPR,Ads,Chrome,M,33,2678852466.53417
45933,326767,2015-03-19 14:51:33,2015-05-08 11:53:27,27,NCMBLLPPXKZAD,Direct,Safari,F,46,1637563801.67585
150196,103915,2015-02-18 16:11:09,2015-06-01 06:21:22,42,GUPNPRUDAHNMV,Ads,Chrome,M,22,2869693872.27676
130645,350550,2015-06-06 00:44:39,2015-08-25 18:09:33,39,KZRARMEVTHYWN,Direct,Chrome,M,31,3396709862.4225802
70603,325385,2015-05-28 13:23:12,2015-06-09 00:40:58,19,LLIDEODILRQHU,SEO,Chrome,M,29,1309771267.91838
33086,975,2015-04-04 20:43:23,2015-06-17 11:38:09,33,OVZFZQVSRXZYV,SEO,IE,F,43,1453668776.96523
142795,290327,2015-06-18 02:10:12,2015-10-13 00:45:24,67,TGNYZSHGGJQAQ,SEO,Chrome,M,38,3335817425.8109
8548,170849,2015-05-21 01:40:18,2015-05-24 19:45:30,71,LQAWMCCGNXMXM,Direct,Chrome,F,37,1428733380.66436
28990,279837,2015-04-03 03:33:11,2015-07-03 06:52:23,29,HTMYFUNLACPAO,Ads,IE,F,22,2964728505.6497397
84679,365208,2015-05-21 13:04:30,2015-05-29 02:07:37,60,BLVEAIVXYFUAE,SEO,IE,M,36,2379944943.6230397
4648,56760,2015-04-24 03:24:46,2015-07-29 07:30:57,21,VBJYLONIFWDBO,Direct,IE,M,41,2812181517.8704
133166,373198,2015-04-24 00:06:50,2015-06-13 12:47:44,42,FJOATFNXTHEDI,SEO,Chrome,M,24,3692911775.6535296
94625,254400,2015-01-01 14:22:49,2015-04-25 09:53:18,44,PKHGTYSVACNDY,Ads,Chrome,F,49,2535663855.43273
113264,258193,2015-05-06 15:43:04,2015-06-04 22:10:24,60,YNYTNGLYAZMGW,SEO,Chrome,M,45,2025697160.2881398
42008,353717,2015-06-27 17:57:20,2015-07-24 22:43:00,30,PYGRWPIQORDLK,SEO,Chrome,M,27,1696794842.27665
51993,351896,2015-08-03 06:55:14,2015-08-19 05:46:16,35,FICWOOLPABWHZ,SEO,FireFox,M,25,3552015811.6971703
123099,287223,2015-02-25 10:14:36,2015-03-25 00:26:30,33,OMFRKFLOTUJYY,Ads,FireFox,M,25,4211497356.8306603
129518,272153,2015-01-07 08:01:52,2015-01-07 08:01:53,22,UVTZMEISTUFPY,Direct,FireFox,M,34,1855454339.45837
11931,86362,2015-01-01 04:57:08,2015-04-05 10:48:34,20,SNMVLRFRSVLLC,SEO,Chrome,M,31,2891098239.16354
28956,8134,2015-03-06 00:08:59,2015-05-31 10:27:18,33,YWKNKMYXLTNTK,SEO,IE,F,18,3867816925.8117104
149216,93138,2015-05-19 21:22:38,2015-09-16 11:02:05,56,GXNUSMJRNAWUG,SEO,Safari,M,32,1217714241.74725
150383,387525,2015-07-20 09:27:28,2015-09-29 23:35:03,24,FMNSHOOKPFSZT,Direct,IE,F,43,2996930496.59445
7854,210838,2015-08-13 01:39:56,2015-12-09 05:35:21,18,BMGIAOESQABNG,SEO,Opera,M,44,209993841.268548
127098,7551,2015-02-07 03:40:16,2015-05-25 17:39:18,47,QFQNWZOZORNNU,SEO,IE,F,41,2150464348.48859
51321,42796,2015-03-29 20:25:33,2015-04-08 14:58:22,40,CKGZRXKHQAPCQ,Ads,Safari,M,29,1819611027.97173
7057,399387,2015-02-13 08:35:24,2015-04-05 05:23:57,59,WAWERMDVKTKCH,Direct,Safari,F,40,775357372.1881652
60400,136532,2015-02-09 10:27:53,2015-05-28 06:06:24,37,ONZLVSNLBOXTP,SEO,Chrome,F,20,3922012012.84315
26871,145948,2015-06-13 13:00:58,2015-09-17 10:14:30,39,LVYBFZREQPDJS,Direct,IE,M,38,1512599576.6665
55695,394967,2015-01-30 14:16:30,2015-05-30 07:19:42,38,SSMRPTIBERRGO,Direct,FireFox,F,30,1526285270.16776
47570,298353,2015-01-05 22:40:16,2015-01-05 22:40:17,46,IUORTURJORMAW,SEO,Chrome,F,34,3282176340.86585
149355,94767,2015-03-07 15:18:30,2015-05-15 05:32:48,76,ANBQIKOKWBMDG,Ads,IE,F,33,2990155055.40754
137750,313632,2015-02-18 18:17:36,2015-03-04 14:19:28,42,CVENOQPOCTPML,SEO,Chrome,M,38,1002310175.1394801
71023,156154,2015-02-22 20:54:29,2015-04-10 11:51:46,14,DSVJNWMXURMIX,SEO,Safari,M,42,3543419962.86812
26411,93976,2015-01-10 03:46:15,2015-02-19 03:24:42,20,AYARNZTFXIQNX,Direct,IE,M,33,2242819749.57924
119700,275461,2015-06-22 16:35:58,2015-10-09 03:12:01,10,XGGIEDFXLXUOS,Ads,Safari,M,40,3757357039.5588703
62503,89741,2015-03-21 10:16:32,2015-06-10 09:26:24,47,GMETYBYNOFXKV,Ads,IE,F,26,1287199548.39991
122489,122605,2015-02-03 10:50:05,2015-03-27 16:32:41,31,UASIBYEACQNUN,Direct,Safari,M,39,368146545.525506
101449,316213,2015-03-03 06:06:15,2015-03-07 06:33:52,31,UBOFQUWFSMXKI,Ads,FireFox,F,40,397794396.786643
43753,9656,2015-02-22 23:08:30,2015-05-07 15:31:48,79,XWJYMGDXDNUCK,SEO,Chrome,F,32,2308790555.62093
32521,246096,2015-04-15 20:09:28,2015-08-12 18:05:14,31,XFIKLAVJCIAFT,Ads,Safari,F,22,3458076138.08498
112616,38198,2015-03-14 22:37:50,2015-03-30 12:17:24,10,IUPUMXUVXHYZN,SEO,Safari,F,37,3873609488.8570704
38275,233162,2015-01-29 06:45:58,2015-02-05 14:01:42,49,DJAOWSZFRZGDW,SEO,FireFox,M,29,2115438205.2694304
8042,208977,2015-06-08 04:31:23,2015-06-14 21:53:38,10,NLNGZCQKRRGKX,Ads,IE,F,30,1891503346.06873
73269,393627,2015-01-21 02:13:22,2015-05-11 18:18:26,37,VEAKRENNJSXAO,Ads,IE,M,36,662130958.783433
147484,200638,2015-04-06 14:29:59,2015-05-17 21:25:43,33,SEGYCUMYEAHWN,Ads,Chrome,M,40,3498157898.27415
29469,358361,2015-07-14 03:08:27,2015-07-28 13:38:44,77,RSKAFYZMJNYKI,SEO,Chrome,F,35,202240305.406476
70027,282916,2015-07-05 15:40:26,2015-07-13 09:17:34,71,ZHKSFJKFLRYBW,Ads,Opera,M,40,3478806751.31188
61998,391202,2015-03-23 18:29:47,2015-07-07 22:08:02,11,MEJNOOISNHGDI,SEO,Chrome,M,30,4025887497.08919
141308,217168,2015-04-05 21:51:44,2015-07-23 17:57:18,42,JPHLXOHSKHOFN,Direct,IE,M,30,1359477921.57909
30034,344697,2015-02-25 20:27:59,2015-05-07 22:19:14,9,BGARGPGUIQAPW,Ads,Chrome,F,29,4048212849.9499
111268,102772,2015-05-08 22:57:47,2015-06-15 13:59:27,16,UCKFQEGXUGKEK,SEO,Opera,M,29,1176405850.16169
85668,205891,2015-08-10 13:12:15,2015-09-16 18:34:21,21,MMHIPMOLCQMGA,Direct,Chrome,M,40,2139817142.45305
38939,125076,2015-06-05 00:16:31,2015-09-13 14:20:10,53,NILTRYWKMOSZN,Direct,Safari,M,27,3184696958.8320107
74636,53110,2015-06-27 04:06:50,2015-08-19 02:07:47,40,IPFYUOKXPQGCJ,SEO,Safari,F,33,3864638917.9073796
139632,128582,2015-01-31 04:37:48,2015-02-28 00:39:21,67,XULYKPPBLRIRN,Ads,FireFox,F,54,3477040782.71757
34340,53566,2015-07-02 23:44:12,2015-09-06 05:22:28,16,OKVQTEAAOEJWA,SEO,Chrome,F,38,3042414111.25241
73917,141351,2015-05-01 17:28:40,2015-05-26 13:03:50,47,JSKYBKKLMPTBO,SEO,IE,M,33,4027142136.90894
132172,377218,2015-01-21 14:33:48,2015-02-05 02:30:40,46,DJIXDOVXAHWCQ,SEO,Chrome,M,26,2421075138.01735
72023,208845,2015-06-11 03:51:57,2015-08-22 16:25:51,27,HIQHPPJMZEMDV,Ads,Safari,M,37,1246958095.56461
1026,142636,2015-07-09 23:38:34,2015-08-28 08:48:39,10,HIIDQQUUDJASB,SEO,Chrome,F,33,299946570.793666
50183,341571,2015-07-25 01:23:41,2015-09-19 03:13:36,35,CNINZTVCJLPHI,Direct,Chrome,M,30,2084587531.4508104
7223,374287,2015-01-22 13:22:03,2015-05-05 14:29:56,19,FNQLWHARDSADZ,Ads,Chrome,M,51,1961836109.3969
34420,149205,2015-06-10 00:39:05,2015-08-06 15:01:30,25,SUKTNBJQTSBHX,SEO,IE,M,36,2904575104.12958
62347,19350,2015-05-13 23:29:25,2015-06-06 14:51:57,47,JHRFBDLWZIKTN,Ads,FireFox,M,35,3973723432.49528
119146,193305,2015-08-10 00:11:52,2015-09-11 13:07:47,9,EBGHTFZIJMPLT,SEO,FireFox,F,38,3738673147.5736203
67045,174082,2015-07-25 05:54:21,2015-08-25 07:43:15,66,SVDRSVOJTRQAO,Ads,Chrome,M,41,2825129124.83891
17394,190291,2015-05-06 07:21:57,2015-08-25 04:14:11,17,UJYJAVDHUCCOU,Ads,FireFox,M,45,1034144116.07729
69373,375612,2015-01-18 01:18:34,2015-05-02 14:50:25,14,ASDGWIOEGWFUC,SEO,Chrome,F,21,1939051991.2098398
112105,81656,2015-05-06 20:15:05,2015-07-19 15:19:11,13,LVKSWOBVWTCSB,Ads,Chrome,M,43,3980940911.182271
44011,308417,2015-02-22 19:25:37,2015-03-21 21:26:09,32,GJJOZOEWTFHKW,SEO,FireFox,M,39,1448205673.71718
80985,237601,2015-06-15 11:46:36,2015-09-11 06:34:56,90,KKBNDVEXVMXSK,SEO,FireFox,F,28,3976629250.2908297
139387,297084,2015-06-27 08:59:41,2015-08-25 03:40:44,32,JHNHZWEAUJFJB,Ads,Chrome,F,50,3149630208.19601
13624,170470,2015-01-28 18:15:13,2015-03-23 05:50:55,22,FGXHIIXBREYGN,Ads,Chrome,F,24,1678910274.81845
93822,96491,2015-06-06 10:48:49,2015-07-18 16:11:15,48,ZRQWTWMFVGRCG,SEO,Chrome,M,33,1417802432.21761
143863,324195,2015-05-11 06:21:43,2015-06-12 01:22:22,47,JFZFSKJYMANXS,Ads,IE,M,41,1593370685.0996199
113149,1206,2015-04-28 22:17:41,2015-06-15 23:22:08,63,AZAUXYJAEEUSB,SEO,Chrome,F,31,1193630424.19026
142181,177473,2015-06-13 06:29:34,2015-08-22 12:45:14,20,XORVGVXYNYQBF,Ads,FireFox,M,29,1379178527.5007
97573,220114,2015-01-10 22:20:41,2015-02-13 21:56:44,54,KFZADWINWPYLT,Ads,Chrome,F,35,462597060.009984
72750,350674,2015-08-02 04:11:27,2015-11-23 13:51:40,49,BMYFKMANQGLZL,Direct,IE,M,31,1464682512.0287
9244,233095,2015-01-11 01:33:28,2015-04-22 22:08:11,31,MSTABWZBUVLLC,Ads,Opera,F,49,545977622.285323
10124,349473,2015-03-07 07:15:23,2015-06-05 08:43:50,30,PJSCGYLJKQUVJ,SEO,IE,M,39,1933423215.1920304
122830,360908,2015-02-20 21:25:49,2015-03-20 01:20:18,34,VHGSRWCHSEHLJ,Ads,Chrome,F,44,2497278382.26494
25400,202136,2015-08-04 11:59:57,2015-11-16 16:47:37,65,NNYSILQFYUURR,Ads,FireFox,M,29,664900538.858171
126940,136337,2015-06-10 16:28:22,2015-09-28 17:04:51,14,YFDAGIVQKEHLU,Direct,Safari,F,48,936999334.267675
41757,304235,2015-04-26 19:11:59,2015-06-03 17:31:14,54,MUBIYBEWQDGSY,Direct,FireFox,M,24,3544959505.8276296
21564,269026,2015-03-05 04:52:52,2015-05-03 16:10:55,20,RKUVJMFAQHGQI,Ads,IE,F,37,713240807.485375
30379,149390,2015-03-29 02:17:22,2015-06-11 11:19:52,35,UMHGWJCPPHJNF,Ads,Chrome,M,29,2054050109.7227304
3723,4909,2015-01-23 13:03:47,2015-05-20 10:47:58,30,BSRRDACBIFPZV,Ads,FireFox,M,22,71654715.09623359
42157,25817,2015-04-20 13:37:48,2015-08-08 08:56:29,39,OVINNPBECDYWL,SEO,Chrome,M,18,3086039837.13213
138076,127251,2015-05-04 05:59:27,2015-05-16 21:34:27,9,RBUKUHZZNFMDR,Ads,Safari,M,33,2611591593.29802
65101,369397,2015-03-30 05:51:22,2015-04-10 14:15:43,71,PNWPVKIXCWZPO,SEO,Chrome,F,37,1663817407.3704
132379,85848,2015-01-14 12:27:29,2015-04-22 00:18:37,53,VHEOUFJBMEMRC,Ads,Chrome,F,41,2776591757.87992
107101,298451,2015-02-11 03:08:51,2015-03-30 06:39:11,12,KWWHABSZFSHOL,SEO,Chrome,M,45,393082582.310625
70445,102180,2015-08-09 16:20:44,2015-10-08 16:00:03,50,QTFFJCCAQYNMY,Ads,Chrome,M,36,234373105.962892
84659,380929,2015-05-28 11:09:20,2015-07-15 01:42:37,36,DIBMYBVKOVBUL,SEO,IE,F,38,4211386205.8412
42593,383496,2015-05-25 03:35:57,2015-07-10 17:34:30,22,YVECTPSAXDKXO,SEO,Safari,F,39,562833809.495459
22894,241285,2015-07-15 09:31:26,2015-09-01 23:11:59,49,AXVXXBBIZYIVQ,SEO,IE,F,40,1382223790.80037
66691,320911,2015-05-01 14:24:20,2015-06-06 02:08:59,34,PTPYRFEIXAOXO,Ads,Chrome,M,23,547617640.554757
146479,108097,2015-02-04 02:05:11,2015-05-26 13:23:36,32,ZTWRRMQWLGFXD,SEO,Safari,F,25,1319511550.87134
109374,127799,2015-03-20 01:26:36,2015-07-15 20:57:31,18,QXAHTUMBANRQM,SEO,IE,F,31,3189030107.6472697
69196,235119,2015-03-19 10:10:44,2015-05-20 03:18:23,11,VWBTBCZZWIFND,SEO,Safari,M,58,567679079.2886901
32593,394097,2015-01-23 04:42:07,2015-04-27 23:19:28,59,MPGGZHLFUVXVD,SEO,IE,F,28,1964205703.4195602
108533,300904,2015-08-01 00:45:19,2015-08-15 23:05:12,30,RMYHEXSWIAMYJ,SEO,Chrome,M,41,3923485344.7553296
66324,90327,2015-07-09 09:52:44,2015-09-11 10:33:53,45,SWHYUYTQABAIE,Ads,FireFox,M,32,2951510536.94568
29534,76038,2015-05-31 10:57:50,2015-09-05 09:22:25,28,WWMXYGIGMDNVV,SEO,Safari,F,25,3053924450.78555
95889,109524,2015-04-23 00:59:21,2015-06-13 18:15:22,23,MJTTGYWYDTEFX,Ads,Safari,M,32,253760237.49971095
79855,377079,2015-04-21 23:22:46,2015-08-18 21:02:36,9,DEAOWMVMKSFNG,Ads,IE,M,31,1191956972.82816
100025,388291,2015-04-20 22:14:31,2015-05-20 11:43:03,17,ZYUSBCEWTYHFZ,SEO,IE,F,23,3268357780.1772103
43284,61761,2015-05-26 09:18:18,2015-05-28 03:13:07,38,OZDYSXUJDRPVY,SEO,FireFox,M,38,3197513347.2125
47201,125600,2015-07-09 14:27:14,2015-08-02 06:39:41,34,JIYAPXEXQKJVU,SEO,FireFox,M,32,3106575559.93217
26438,225851,2015-07-25 14:18:52,2015-10-18 05:29:44,13,SLJMGUFJLHZZX,Direct,Safari,M,35,1977917375.02248
93334,283069,2015-01-22 11:27:22,2015-02-03 17:24:38,30,TENNRIQNPZEMN,Ads,Chrome,F,29,304583872.271168
74204,101465,2015-04-04 18:45:14,2015-06-02 01:44:04,67,SBQCRTYTXXIQX,Ads,FireFox,M,51,1842847504.38573
105008,109982,2015-04-30 15:19:43,2015-07-08 15:55:32,40,ZSSMIMZJZTXAX,Ads,FireFox,M,30,328382697.844835
109019,340589,2015-05-09 14:48:39,2015-07-20 13:54:48,59,GLOJUHDQJFQOK,Ads,Chrome,F,55,2189482455.77541
105182,289352,2015-02-15 18:33:42,2015-06-13 08:15:11,18,LECANRZCCZJHJ,Direct,Chrome,M,35,3889107620.76143
35147,337471,2015-06-24 22:22:38,2015-07-11 11:00:00,65,XZYEYMLLFDEIM,Ads,Opera,M,24,1699035025.2706
97964,127433,2015-01-16 23:55:56,2015-02-05 16:25:35,26,SEMZFKVEKPVVQ,Ads,Chrome,M,33,675634131.719854
64196,300671,2015-07-14 13:48:06,2015-07-27 00:11:10,17,SFFCWGRKEIMAJ,Direct,FireFox,M,34,744248237.330754
58672,263108,2015-01-18 20:07:34,2015-03-10 19:00:36,35,MRXBMOERQWANW,Ads,IE,M,41,1778511936.50353
49060,14640,2015-06-11 08:12:48,2015-06-24 13:30:46,26,FDKFHFUICOSDH,Ads,Safari,F,29,2662345791.6516
1171,5293,2015-01-01 12:37:07,2015-04-08 18:48:05,25,EECUOWMDTKOVU,Ads,Chrome,M,46,4232173376.26625
99498,246248,2015-06-15 18:59:37,2015-07-12 09:56:15,12,AGXJTMVUYEIRQ,SEO,Chrome,F,25,1948266933.9722397
8996,122921,2015-03-02 07:36:08,2015-04-27 15:41:33,35,BBBYQKWQJGVUJ,Direct,FireFox,M,52,550111423.226429
134705,279384,2015-08-05 02:31:33,2015-10-05 07:24:45,43,FUVZPYSKRQOQJ,Ads,Safari,M,23,3518977198.47245
80179,334113,2015-06-18 13:22:49,2015-08-23 04:46:45,56,AWQINAZHLJMQT,SEO,Chrome,F,46,2565548894.11237
49610,138789,2015-03-05 06:50:49,2015-05-25 10:33:33,56,GYTIIBOFQYCFH,SEO,IE,F,38,3226037763.1589603
42188,261842,2015-07-13 09:01:24,2015-08-10 02:34:27,13,SRFBZLSUZHYMB,SEO,Chrome,M,19,1886491235.0035894
57869,203630,2015-01-18 13:39:55,2015-05-01 03:13:46,58,GDQCZVZDJAEVX,Ads,Chrome,F,42,3413132126.13568
48290,381713,2015-07-16 11:22:43,2015-10-29 20:47:57,14,VOUVXQHVRSOTK,Direct,FireFox,F,22,273471430.9928009
106865,19031,2015-01-19 01:38:42,2015-04-08 11:22:20,15,GTHWEUHTNQSLN,SEO,Safari,F,38,1867772779.0591602
35430,104847,2015-04-20 11:06:13,2015-06-20 12:30:38,33,RROXKGVRNFQPI,Direct,Chrome,M,31,1012378745.69846
117089,79524,2015-01-08 18:28:31,2015-01-08 18:28:32,45,BVJIEWBICPRYX,Ads,Chrome,F,42,2552342536.16333
121786,148909,2015-04-16 11:49:01,2015-07-25 13:04:52,37,HJAGZYYMPYCKD,Ads,Chrome,F,29,326703812.347248
103654,190091,2015-01-18 16:45:43,2015-03-23 18:45:27,10,YQOGTTRCKQWTT,Ads,Opera,M,31,2440756743.5634
21323,214149,2015-08-17 12:37:06,2015-11-02 21:39:29,31,AZXUBLMCQEKDH,Ads,Safari,F,21,692005092.704416
58010,342014,2015-08-13 05:34:04,2015-10-18 22:51:01,20,VVJFTMXVELWIB,Ads,Chrome,M,23,2369670618.52849
135197,31030,2015-03-14 04:52:05,2015-05-02 18:57:41,25,QNSHFEAIIUKCE,SEO,IE,M,25,3791508176.80928
108518,224259,2015-05-13 01:57:14,2015-09-07 21:25:24,23,NHMTAADERDGSJ,Ads,FireFox,F,32,121331177.775911
90110,46389,2015-01-29 20:38:42,2015-02-12 05:40:53,16,NUTATPWQRKNND,SEO,Safari,M,36,2451242385.30783
109335,295254,2015-06-06 21:58:25,2015-09-01 13:30:39,16,UDIRVASOOVTCU,Direct,Chrome,M,25,3547602887.84982
83080,150795,2015-01-27 03:29:14,2015-01-30 15:24:19,56,PTDMUCLYLNASI,Direct,Chrome,F,23,1363184342.20804
148016,225560,2015-02-15 21:09:48,2015-02-23 14:46:15,12,AAOGPCORIDMFD,SEO,Chrome,F,30,3316732755.32626
52571,40257,2015-06-30 04:42:42,2015-09-20 18:32:40,16,QTYTIYPYEVHAX,SEO,Safari,M,21,1844750729.4239
94720,335402,2015-06-06 03:23:34,2015-09-17 04:58:02,42,ZUUXMPRUTBIVY,Ads,IE,M,43,1940154142.97422
105800,12219,2015-01-03 00:52:56,2015-04-17 15:31:24,17,XMTUQKSSVWKXP,SEO,Chrome,F,37,1443703994.25431
37584,143119,2015-01-10 16:15:50,2015-04-14 17:29:45,32,PPWSCBTCEUJRW,SEO,Chrome,M,28,1533067899.35864
137648,107990,2015-01-11 06:24:31,2015-01-11 06:24:32,43,JYPHMLZNUQIIJ,Direct,Chrome,F,44,4262694823.865
83868,36035,2015-05-27 14:34:23,2015-09-11 08:09:27,14,UIQAUQCCBHMXB,SEO,FireFox,F,31,92955714.211421
138664,222943,2015-05-03 12:50:25,2015-06-29 02:03:25,61,OAIONQTQNDTSU,Direct,IE,M,20,3058109338.70932
60488,56346,2015-04-13 09:29:01,2015-06-14 12:49:09,20,SUSVEHEASOSBT,Direct,Chrome,M,40,3003597042.8844
130100,337713,2015-03-19 05:04:56,2015-04-28 18:32:52,33,DBTBDJHPLAQUK,SEO,FireFox,M,26,777807932.08417
113745,320180,2015-06-26 05:01:44,2015-10-15 00:32:10,34,ESSMSLFABGBVX,Ads,FireFox,F,29,730598817.10366
40819,111297,2015-02-09 17:15:31,2015-05-17 14:25:28,45,XPOKXVLFVMGBN,Ads,Chrome,F,21,4163695142.1291203
110356,347595,2015-08-06 06:15:39,2015-11-26 00:04:52,97,KCROZXESRHXFO,SEO,Safari,M,27,1378149183.91742
109846,148275,2015-01-03 10:05:39,2015-01-03 10:05:40,16,CZLDKJIVSOLCM,SEO,Chrome,M,35,2626461434.9786897
88876,232278,2015-06-07 18:45:04,2015-08-27 23:04:57,20,XBTVAMMXGOFFH,Ads,Safari,F,39,530823462.782901
33834,105024,2015-07-31 03:13:22,2015-11-05 21:14:13,33,JHBSNBJXRNDOY,Direct,IE,F,36,3613652700.62905
92582,277090,2015-06-21 04:44:22,2015-09-12 17:49:56,41,ODPVEJSSDLLON,SEO,IE,F,32,3861821156.77846
64143,309219,2015-01-08 00:24:54,2015-01-08 00:24:55,23,HCOIHGCTXBZIZ,Ads,FireFox,M,32,828416954.2781429
66677,223294,2015-06-12 20:24:35,2015-10-09 11:53:31,72,CSGPNMEDXUZLB,SEO,Chrome,M,32,4206494708.55463
29174,231453,2015-05-02 00:36:11,2015-07-31 21:41:23,42,TFOCEEQCGNOZN,Direct,Chrome,M,28,3313272045.24161
139341,287356,2015-02-18 01:38:34,2015-04-11 18:39:40,45,QIZVUUXMFEWNV,Direct,Chrome,M,32,986566407.179184
67310,284911,2015-01-13 16:56:50,2015-03-10 23:36:46,26,IAKFWLBDIYOMC,Direct,IE,M,31,3410524309.48643
687,373175,2015-07-23 08:26:25,2015-09-23 05:25:26,9,LWVCHUBMJCITF,SEO,Opera,M,36,2545646145.1858892
45586,20341,2015-06-01 18:40:45,2015-09-29 02:41:01,26,HLOUTUVLOXSAU,SEO,Chrome,M,20,1037527237.8997699
76877,155533,2015-04-25 14:07:30,2015-07-11 14:57:14,17,OSWYTAWEIFVKN,Direct,IE,M,23,1867603668.8282301
88957,186771,2015-04-17 02:44:18,2015-04-26 18:14:36,17,BXDMQOUVOOIWD,Direct,FireFox,M,23,2741209271.70884
31733,162703,2015-08-03 04:53:08,2015-11-11 15:59:09,25,TZNUUQOQSXWVW,SEO,Chrome,F,25,2532925471.64195
123737,284763,2015-01-07 09:59:56,2015-01-07 09:59:57,34,CTSHKKMOCSXMX,Ads,IE,F,34,2105826666.34748
6320,375436,2015-08-13 10:19:27,2015-08-15 17:34:08,35,LEBBODAFGNPIA,Ads,IE,F,28,3281391747.92146
46924,131398,2015-04-15 05:55:32,2015-05-24 08:01:47,15,RRNQYQZXYFFOA,Direct,FireFox,M,27,3145382993.53429
147163,23623,2015-01-09 12:25:48,2015-04-04 18:19:41,39,UBANRIUBVTICM,Ads,IE,M,29,3392620023.68476
104137,149802,2015-07-05 04:02:01,2015-08-25 03:36:12,9,USPMDSTSBPVCN,Ads,Chrome,M,43,2178747464.7509303
147573,342921,2015-08-17 08:18:28,2015-10-20 06:08:16,19,VISCBFWFYJCLE,Ads,Chrome,M,37,597146141.2347339
15521,46587,2015-01-11 05:15:14,2015-02-11 18:24:40,44,AJBIJPIXVZKJE,Direct,Chrome,M,27,1980120298.1950893
42120,124812,2015-05-03 23:10:15,2015-08-20 14:22:26,45,ABNWRAOMBRDLD,Direct,Chrome,M,29,2999568159.12854
91362,113650,2015-04-06 16:24:05,2015-05-24 01:30:35,68,YIQGQKHJBFCAD,Direct,FireFox,F,32,3990272668.11825
84747,200258,2015-03-07 18:56:28,2015-07-03 19:25:09,50,JPTAESOZHNFFJ,SEO,Safari,F,34,44581666.6383942
604,102036,2015-02-21 06:14:47,2015-04-01 05:02:52,37,DHUHXTOLUGMBK,Ads,Safari,M,18,2019629322.80163
90789,12697,2015-05-23 03:15:51,2015-06-14 05:25:17,28,HQEVQNVYGONVK,SEO,IE,F,38,3987627156.72124
31109,391404,2015-07-10 17:27:08,2015-09-30 12:05:55,19,LEPTHJPMUEAIJ,Ads,Safari,M,20,1088322158.3496401
132828,6176,2015-05-21 23:23:50,2015-06-23 09:48:57,17,SKLBEPULLXFCB,Ads,Safari,M,49,2322532887.05647
100801,182241,2015-08-10 13:14:27,2015-12-03 06:14:21,25,CLZVSITJKVAPW,Ads,Chrome,M,41,2571801987.1276803
77007,160456,2015-02-15 17:45:24,2015-02-23 16:40:16,27,KUXTNFUJGCAZN,Direct,Chrome,M,32,3203949644.1614
130356,104471,2015-07-20 12:35:15,2015-10-04 01:52:06,35,CHZSYCEWJAZGX,Direct,Chrome,M,23,502984304.35183
61250,238698,2015-06-03 14:26:29,2015-08-30 04:06:18,33,HRLPHXUVODCAT,SEO,IE,F,37,1485845113.9236
141188,189065,2015-01-15 17:36:30,2015-04-06 15:23:46,24,FQTHXEBSDLBVW,Direct,Chrome,F,24,165180759.291178
60833,302246,2015-01-31 03:02:17,2015-05-20 20:41:24,30,QOHGPIAMPCXJA,Direct,FireFox,F,37,615952694.2762929
42291,90524,2015-07-02 03:21:28,2015-08-14 00:20:51,27,VQYPIXPASENFN,SEO,Chrome,F,43,3240113810.34345
737,206715,2015-01-30 04:59:12,2015-03-11 23:08:10,56,KZHUXBQYNTRAD,Ads,Chrome,F,30,2895566431.99375
92800,175994,2015-08-17 02:00:35,2015-10-03 23:58:29,33,TKCUQXBBTMAKI,SEO,Chrome,M,27,701536253.164983
141198,83135,2015-06-11 08:45:15,2015-09-20 19:01:52,43,PHSINZOMTPHQM,SEO,Opera,F,32,1602609462.59464
67152,307907,2015-01-05 01:56:04,2015-03-29 22:28:58,84,HBQKTIMBYHDQN,SEO,IE,M,31,1375392897.49499
148314,83876,2015-04-08 19:19:50,2015-04-28 03:12:11,62,NQYUHYUNQNXLR,Ads,Chrome,M,37,2728533382.92999
85271,268455,2015-08-18 02:47:11,2015-12-06 23:12:30,35,YJPREESFVIKQF,SEO,Chrome,F,27,179518841.26859298
104981,186616,2015-01-31 08:00:53,2015-04-14 23:17:22,51,XLCPQWPXSMZUJ,Ads,IE,F,41,2009397682.96415
46145,60586,2015-06-14 08:12:09,2015-06-18 04:56:21,40,ZJNXGDCQBGXES,SEO,IE,M,41,2927257224.12082
25446,87244,2015-01-03 09:26:44,2015-01-03 09:26:45,53,FPIAEYOBJDBBD,SEO,Chrome,M,42,1842040972.7957199
54373,127733,2015-02-01 04:42:44,2015-02-10 16:05:21,44,IYSTSJFSRZJJS,Direct,IE,F,33,145067951.802495
76740,268840,2015-03-22 02:21:31,2015-07-12 04:13:50,43,TKBBYOONWEEWT,SEO,Chrome,M,41,1298802471.34061
16532,243042,2015-06-24 18:17:57,2015-08-13 11:55:26,30,CNCTJQWQFARFQ,Direct,IE,M,33,2257242208.02988
43577,214849,2015-07-29 01:16:08,2015-08-16 00:57:38,31,YFSLAJRXWTHGT,Ads,Chrome,M,38,3812187969.60402
